,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
3145,3145,místico,místico,sing,2,default,0.0005317660397849,plural,plural,son,s,[MASK] místico [MASK],"[CLS] , [MASK] , mí , ##stico , [MASK] , [SEP]",non_morphemic,7.539306940192175,2.8763375600464443,-2.8763375600466254
3147,3147,místico,místicos,plur,2,default,0.0096578197553753,plural,plural,son,s,[MASK] místicos [MASK],"[CLS] , [MASK] , mí , ##sticos , [MASK] , [SEP]",non_morphemic,4.639987354432688,-2.6783790420341775,2.6783790420341793
3149,3149,místico,místico##s,plur,3,artificial,0.0088291820138692,plural,plural,son,s,[MASK] místico##s [MASK],"[CLS] , [MASK] , mí , ##stico , ##s , [MASK] , [SEP]",non_morphemic,4.729692905818252,-2.245389393315251,2.245389393315279
3151,3151,carpeta,carpeta,sing,2,default,0.0008537339163012,plural,plural,son,s,[MASK] carpeta [MASK],"[CLS] , [MASK] , car , ##peta , [MASK] , [SEP]",non_morphemic,7.065890986142491,2.4035096277998074,-2.4035096277999
3153,3153,carpeta,carpetas,plur,2,default,0.0020674192346632,plural,plural,son,s,[MASK] carpetas [MASK],"[CLS] , [MASK] , car , ##petas , [MASK] , [SEP]",non_morphemic,6.181454196079396,-1.0300092561834004,1.0300092561835061
3155,3155,carpeta,carpeta##s,plur,3,artificial,0.0139617137610912,plural,plural,son,s,[MASK] carpeta##s [MASK],"[CLS] , [MASK] , car , ##peta , ##s , [MASK] , [SEP]",non_morphemic,4.271436426926761,-2.315233288443425,2.315233288443426
3157,3157,emigrante,emigrante,sing,2,default,0.000285390735371,plural,plural,son,s,[MASK] emigrante [MASK],"[CLS] , [MASK] , emi , ##grante , [MASK] , [SEP]",non_morphemic,8.161651315357904,2.3151444429345798,-2.3151444429347046
3159,3159,emigrante,emigrantes,plur,2,default,0.0038256973493844,plural,plural,son,s,[MASK] emigrantes [MASK],"[CLS] , [MASK] , emi , ##grantes , [MASK] , [SEP]",non_morphemic,5.56601451475618,-1.886672001091421,1.8866720010915659
3161,3161,emigrante,emigrante##s,plur,3,artificial,0.0037205931730568,plural,plural,son,s,[MASK] emigrante##s [MASK],"[CLS] , [MASK] , emi , ##grante , ##s , [MASK] , [SEP]",non_morphemic,5.593872168285892,-1.1357812359571984,1.1357812359572237
3163,3163,infanta,infanta,sing,2,default,0.000100056255178,plural,plural,son,s,[MASK] infanta [MASK],"[CLS] , [MASK] , infan , ##ta , [MASK] , [SEP]",non_morphemic,9.209777978368514,3.469746646198746,-3.46974664619933
3165,3165,infanta,infantas,plur,2,default,0.0053870440460741,plural,plural,son,s,[MASK] infantas [MASK],"[CLS] , [MASK] , infan , ##tas , [MASK] , [SEP]",non_morphemic,5.223758458952928,-2.3325142174634665,2.3325142174635536
3167,3167,infanta,infanta##s,plur,3,artificial,0.0063402196392416,plural,plural,son,s,[MASK] infanta##s [MASK],"[CLS] , [MASK] , infan , ##ta , ##s , [MASK] , [SEP]",non_morphemic,5.060841867719555,-1.2019381432523808,1.2019381432524037
3169,3169,franciscano,franciscano,sing,2,default,0.0002471749321557,plural,plural,son,s,[MASK] franciscano [MASK],"[CLS] , [MASK] , francis , ##cano , [MASK] , [SEP]",non_morphemic,8.30541424465969,3.6272082009155344,-3.627208200915764
3171,3171,franciscano,franciscanos,plur,2,default,0.0065321107394993,plural,plural,son,s,[MASK] franciscanos [MASK],"[CLS] , [MASK] , francis , ##canos , [MASK] , [SEP]",non_morphemic,5.031025150634385,-2.5232668533677662,2.5232668533679483
3173,3173,franciscano,franciscano##s,plur,3,artificial,0.0134100504219532,plural,plural,son,s,[MASK] franciscano##s [MASK],"[CLS] , [MASK] , francis , ##cano , ##s , [MASK] , [SEP]",non_morphemic,4.31175082166928,-2.3998094068721807,2.3998094068722513
3175,3175,autógrafo,autógrafo,sing,2,default,0.0008160771685652,plural,plural,son,s,[MASK] autógrafo [MASK],"[CLS] , [MASK] , autó , ##grafo , [MASK] , [SEP]",non_morphemic,7.111001638151412,2.911735529108669,-2.9117355291087192
3177,3177,autógrafo,autógrafos,plur,2,default,0.0046818261034786,plural,plural,son,s,[MASK] autógrafos [MASK],"[CLS] , [MASK] , autó , ##grafos , [MASK] , [SEP]",non_morphemic,5.364067052107096,-1.4795283707588114,1.4795283707588809
3179,3179,autógrafo,autógrafo##s,plur,3,artificial,0.008666094392538,plural,plural,son,s,[MASK] autógrafo##s [MASK],"[CLS] , [MASK] , autó , ##grafo , ##s , [MASK] , [SEP]",non_morphemic,4.748337063439172,-2.3292888732036126,2.329288873203624
3181,3181,mejilla,mejilla,sing,2,default,0.0003709220036398,plural,plural,son,s,[MASK] mejilla [MASK],"[CLS] , [MASK] , mej , ##illa , [MASK] , [SEP]",non_morphemic,7.899518750235499,2.398453284863738,-2.3984532848638924
3183,3183,mejilla,mejillas,plur,2,default,0.0058614979498088,plural,plural,son,s,[MASK] mejillas [MASK],"[CLS] , [MASK] , mej , ##illas , [MASK] , [SEP]",non_morphemic,5.139350085224893,-1.7904782218811635,1.7904782218812267
3185,3185,mejilla,mejilla##s,plur,3,artificial,0.0075559765100479,plural,plural,son,s,[MASK] mejilla##s [MASK],"[CLS] , [MASK] , mej , ##illa , ##s , [MASK] , [SEP]",non_morphemic,4.885416438129083,-1.7975039710647485,1.797503971064786
3187,3187,prerrogativa,prerrogativa,sing,2,default,0.0011877283686771,plural,plural,son,s,[MASK] prerrogativa [MASK],"[CLS] , [MASK] , prerroga , ##tiva , [MASK] , [SEP]",non_morphemic,6.735712730079755,1.9012717623118114,-1.9012717623118836
3189,3189,prerrogativa,prerrogativas,plur,2,default,0.0048552984371781,plural,plural,son,s,[MASK] prerrogativas [MASK],"[CLS] , [MASK] , prerroga , ##tivas , [MASK] , [SEP]",non_morphemic,5.327684709060469,-2.909406627065577,2.909406627065624
3191,3191,prerrogativa,prerrogativa##s,plur,3,artificial,0.0054821553640067,plural,plural,son,s,[MASK] prerrogativa##s [MASK],"[CLS] , [MASK] , prerroga , ##tiva , ##s , [MASK] , [SEP]",non_morphemic,5.206256940750351,-2.9065112245820215,2.906511224582214
3193,3193,explotador,explotador,sing,2,default,0.0001595273351995,plural,plural,son,es,[MASK] explotador [MASK],"[CLS] , [MASK] , explota , ##dor , [MASK] , [SEP]",non_morphemic,8.743295269862045,2.3398799699418564,-2.3398799699419963
3195,3195,explotador,explotadores,plur,2,default,0.0021228650584816,plural,plural,son,es,[MASK] explotadores [MASK],"[CLS] , [MASK] , explota , ##dores , [MASK] , [SEP]",non_morphemic,6.154988659994907,-2.0449199812819936,2.0449199812819905
3197,3197,explotador,explotador##es,plur,3,artificial,0.0021753748878836,plural,plural,son,es,[MASK] explotador##es [MASK],"[CLS] , [MASK] , explota , ##dor , ##es , [MASK] , [SEP]",non_morphemic,6.130554267048792,-1.9800486658189858,1.9800486658191414
3199,3199,careta,careta,sing,2,default,0.0001403686474077,plural,plural,son,s,[MASK] careta [MASK],"[CLS] , [MASK] , car , ##eta , [MASK] , [SEP]",non_morphemic,8.871238400371423,3.2206639880180115,-3.220663988018289
3201,3201,careta,caretas,plur,2,default,0.005887490697205,plural,plural,son,s,[MASK] caretas [MASK],"[CLS] , [MASK] , car , ##etas , [MASK] , [SEP]",non_morphemic,5.134925399733407,-1.978942375867132,1.9789423758671576
3203,3203,careta,careta##s,plur,3,artificial,0.0052265794947743,plural,plural,son,s,[MASK] careta##s [MASK],"[CLS] , [MASK] , car , ##eta , ##s , [MASK] , [SEP]",non_morphemic,5.253998231162795,-1.953203277169039,1.9532032771691465
3205,3205,cabecilla,cabecilla,sing,2,default,0.0005238565499894,plural,plural,son,s,[MASK] cabecilla [MASK],"[CLS] , [MASK] , cabec , ##illa , [MASK] , [SEP]",non_morphemic,7.554292670684374,2.5724378113783803,-2.5724378113784327
3207,3207,cabecilla,cabecillas,plur,2,default,0.0135608436539769,plural,plural,son,s,[MASK] cabecillas [MASK],"[CLS] , [MASK] , cabec , ##illas , [MASK] , [SEP]",non_morphemic,4.300568782035266,-2.6113630605133054,2.6113630605133076
3209,3209,cabecilla,cabecilla##s,plur,3,artificial,0.0172230582684278,plural,plural,son,s,[MASK] cabecilla##s [MASK],"[CLS] , [MASK] , cabec , ##illa , ##s , [MASK] , [SEP]",non_morphemic,4.06150619595897,-2.7447881686862594,2.7447881686863282
3211,3211,hacendado,hacendado,sing,2,default,0.0003147651732433,plural,plural,son,s,[MASK] hacendado [MASK],"[CLS] , [MASK] , hacen , ##dado , [MASK] , [SEP]",non_morphemic,8.063683678915465,2.644235208959194,-2.644235208959368
3213,3213,hacendado,hacendados,plur,2,default,0.0062819826416671,plural,plural,son,s,[MASK] hacendados [MASK],"[CLS] , [MASK] , hacen , ##dados , [MASK] , [SEP]",non_morphemic,5.070069641055248,-2.123635778205072,2.1236357782051476
3215,3215,hacendado,hacendado##s,plur,3,artificial,0.005436539184302,plural,plural,son,s,[MASK] hacendado##s [MASK],"[CLS] , [MASK] , hacen , ##dado , ##s , [MASK] , [SEP]",non_morphemic,5.214612599918472,-2.0619893984825746,2.061989398482581
3217,3217,loma,loma,sing,2,default,5.237684308667667e-05,plural,plural,son,s,[MASK] loma [MASK],"[CLS] , [MASK] , lo , ##ma , [MASK] , [SEP]",non_morphemic,9.857045990142057,3.110063535483669,-3.1100635354836355
3219,3219,loma,lomas,plur,2,default,0.0018993987469002,plural,plural,son,s,[MASK] lomas [MASK],"[CLS] , [MASK] , lo , ##mas , [MASK] , [SEP]",non_morphemic,6.266217891890156,-1.1433600813724993,1.1433600813725076
3221,3221,loma,loma##s,plur,3,artificial,0.0008390383445657,plural,plural,son,s,[MASK] loma##s [MASK],"[CLS] , [MASK] , lo , ##ma , ##s , [MASK] , [SEP]",non_morphemic,7.083254149840833,-1.5571570516814184,1.5571570516816586
3223,3223,bollo,bollo,sing,2,default,0.000605312292464,plural,plural,son,s,[MASK] bollo [MASK],"[CLS] , [MASK] , bol , ##lo , [MASK] , [SEP]",non_morphemic,7.409766047220505,2.553250264026203,-2.5532502640263295
3225,3225,bollo,bollos,plur,2,default,0.0120718870311975,plural,plural,son,s,[MASK] bollos [MASK],"[CLS] , [MASK] , bol , ##los , [MASK] , [SEP]",non_morphemic,4.4168759154797295,-1.6384224371342508,1.6384224371342573
3227,3227,bollo,bollo##s,plur,3,artificial,0.0093333767727017,plural,plural,son,s,[MASK] bollo##s [MASK],"[CLS] , [MASK] , bol , ##lo , ##s , [MASK] , [SEP]",non_morphemic,4.67415840326783,-1.8245572199289901,1.8245572199289928
3229,3229,chapa,chapa,sing,2,default,0.0005967749166302,plural,plural,son,s,[MASK] chapa [MASK],"[CLS] , [MASK] , cha , ##pa , [MASK] , [SEP]",non_morphemic,7.423970539733069,2.488483463717058,-2.4884834637171083
3231,3231,chapa,chapas,plur,2,default,0.006646167486906,plural,plural,son,s,[MASK] chapas [MASK],"[CLS] , [MASK] , cha , ##pas , [MASK] , [SEP]",non_morphemic,5.013714908207776,-1.6377716128449578,1.6377716128449715
3233,3233,chapa,chapa##s,plur,3,artificial,0.0039754454046487,plural,plural,son,s,[MASK] chapa##s [MASK],"[CLS] , [MASK] , cha , ##pa , ##s , [MASK] , [SEP]",non_morphemic,5.52761848566917,-1.8603352703807055,1.8603352703808076
3235,3235,convergente,convergente,sing,2,default,0.0007140864036045,plural,plural,son,s,[MASK] convergente [MASK],"[CLS] , [MASK] , conver , ##gente , [MASK] , [SEP]",non_morphemic,7.24450658949441,3.413224274095978,-3.4132242740961125
3237,3237,convergente,convergentes,plur,2,default,0.0423556007444858,plural,plural,son,s,[MASK] convergentes [MASK],"[CLS] , [MASK] , conver , ##gentes , [MASK] , [SEP]",non_morphemic,3.161654617643882,-2.8835507253700716,2.8835507253700867
3239,3239,convergente,convergente##s,plur,3,artificial,0.0683191195130348,plural,plural,son,s,[MASK] convergente##s [MASK],"[CLS] , [MASK] , conver , ##gente , ##s , [MASK] , [SEP]",non_morphemic,2.683565617274641,-2.791325624594837,2.791325624594846
3241,3241,educador,educador,sing,2,default,0.0001705995673546,plural,plural,son,es,[MASK] educador [MASK],"[CLS] , [MASK] , educado , ##r , [MASK] , [SEP]",non_morphemic,8.676191458931852,3.4031821246929193,-3.4031821246932443
3243,3243,educador,educadores,plur,2,default,0.0055793998762965,plural,plural,son,es,[MASK] educadores [MASK],"[CLS] , [MASK] , educado , ##res , [MASK] , [SEP]",non_morphemic,5.188674057423534,-1.4576297087219778,1.4576297087220154
3245,3245,educador,educador##es,plur,3,artificial,0.0055056461133062,plural,plural,son,es,[MASK] educador##es [MASK],"[CLS] , [MASK] , educado , ##r , ##es , [MASK] , [SEP]",non_morphemic,5.201981147246623,-1.2830052111381862,1.2830052111382035
3247,3247,escalador,escalador,sing,2,default,0.0001429314434062,plural,plural,son,es,[MASK] escalador [MASK],"[CLS] , [MASK] , escala , ##dor , [MASK] , [SEP]",non_morphemic,8.853145459400693,3.1487197704692793,-3.148719770469737
3249,3249,escalador,escaladores,plur,2,default,0.0051866485737264,plural,plural,son,es,[MASK] escaladores [MASK],"[CLS] , [MASK] , escala , ##dores , [MASK] , [SEP]",non_morphemic,5.261667537262175,-1.699411401576917,1.6994114015769857
3251,3251,escalador,escalador##es,plur,3,artificial,0.0084979478269815,plural,plural,son,es,[MASK] escalador##es [MASK],"[CLS] , [MASK] , escala , ##dor , ##es , [MASK] , [SEP]",non_morphemic,4.767930576755111,-2.0156888909181747,2.0156888909182418
3253,3253,chalet,chalet,sing,2,default,0.0002255045983474,plural,plural,son,s,[MASK] chalet [MASK],"[CLS] , [MASK] , chal , ##et , [MASK] , [SEP]",non_morphemic,8.397170007444661,3.2650146500300092,-3.265014650030314
3255,3255,chalet,chalets,plur,2,default,0.0029096293728798,plural,plural,son,s,[MASK] chalets [MASK],"[CLS] , [MASK] , chal , ##ets , [MASK] , [SEP]",non_morphemic,5.839729569181651,-1.7192673714339008,1.7192673714340116
3257,3257,chalet,chalet##s,plur,3,artificial,0.0026020989753305,plural,plural,son,s,[MASK] chalet##s [MASK],"[CLS] , [MASK] , chal , ##et , ##s , [MASK] , [SEP]",non_morphemic,5.951436861440548,-0.6900630708628155,0.6900630708628441
3259,3259,ponencia,ponencia,sing,2,default,0.0001750402152538,plural,plural,son,s,[MASK] ponencia [MASK],"[CLS] , [MASK] , ponen , ##cia , [MASK] , [SEP]",non_morphemic,8.650494808990612,2.6299280694502913,-2.629928069450434
3261,3261,ponencia,ponencias,plur,2,default,0.0023809226695448,plural,plural,son,s,[MASK] ponencias [MASK],"[CLS] , [MASK] , ponen , ##cias , [MASK] , [SEP]",non_morphemic,6.040267190146452,-1.8212862445054077,1.821286244505572
3263,3263,ponencia,ponencia##s,plur,3,artificial,0.0027365977875888,plural,plural,son,s,[MASK] ponencia##s [MASK],"[CLS] , [MASK] , ponen , ##cia , ##s , [MASK] , [SEP]",non_morphemic,5.901039813471411,-2.5687561166918327,2.568756116692012
3265,3265,barbarie,barbarie,sing,2,default,0.0007405447540804,plural,plural,son,s,[MASK] barbarie [MASK],"[CLS] , [MASK] , barba , ##rie , [MASK] , [SEP]",non_morphemic,7.208124488431824,2.4155240203671893,-2.4155240203672825
3267,3267,barbarie,barbaries,plur,2,default,0.0168056767433881,plural,plural,son,s,[MASK] barbaries [MASK],"[CLS] , [MASK] , barba , ##ries , [MASK] , [SEP]",non_morphemic,4.086038548256589,-2.8260520605638133,2.8260520605638715
3269,3269,barbarie,barbarie##s,plur,3,artificial,0.0039179450832307,plural,plural,son,s,[MASK] barbarie##s [MASK],"[CLS] , [MASK] , barba , ##rie , ##s , [MASK] , [SEP]",non_morphemic,5.5421879760892265,-0.5632647607268462,0.5632647607268746
3271,3271,bobina,bobina,sing,2,default,0.0004733304667752,plural,plural,son,s,[MASK] bobina [MASK],"[CLS] , [MASK] , bo , ##bina , [MASK] , [SEP]",non_morphemic,7.655716752164098,2.214590095707898,-2.2145900957079254
3273,3273,bobina,bobinas,plur,2,default,0.0047608339227736,plural,plural,son,s,[MASK] bobinas [MASK],"[CLS] , [MASK] , bo , ##binas , [MASK] , [SEP]",non_morphemic,5.34733243222346,-1.1879592156463978,1.1879592156464138
3275,3275,bobina,bobina##s,plur,3,artificial,0.0080195693299174,plural,plural,son,s,[MASK] bobina##s [MASK],"[CLS] , [MASK] , bo , ##bina , ##s , [MASK] , [SEP]",non_morphemic,4.825870558057127,-2.2605829029955906,2.260582902995635
3277,3277,gueto,gueto,sing,2,default,0.0018606395460665,plural,plural,son,s,[MASK] gueto [MASK],"[CLS] , [MASK] , gu , ##eto , [MASK] , [SEP]",non_morphemic,6.286835008385882,2.305462402171066,-2.3054624021710777
3279,3279,gueto,guetos,plur,2,default,0.0392654649913311,plural,plural,son,s,[MASK] guetos [MASK],"[CLS] , [MASK] , gu , ##etos , [MASK] , [SEP]",non_morphemic,3.2374098998382785,-2.180160066868566,2.180160066868574
3281,3281,gueto,gueto##s,plur,3,artificial,0.0198724903166294,plural,plural,son,s,[MASK] gueto##s [MASK],"[CLS] , [MASK] , gu , ##eto , ##s , [MASK] , [SEP]",non_morphemic,3.918418899792032,-2.186291157800291,2.186291157800295
3283,3283,rezo,rezo,sing,2,default,0.0009924938203766,plural,plural,son,s,[MASK] rezo [MASK],"[CLS] , [MASK] , re , ##zo , [MASK] , [SEP]",non_morphemic,6.915289771743024,2.511776940020238,-2.511776940020324
3285,3285,rezo,rezos,plur,2,default,0.0212087873369455,plural,plural,son,s,[MASK] rezos [MASK],"[CLS] , [MASK] , re , ##zos , [MASK] , [SEP]",non_morphemic,3.8533396861585993,-2.1924509526189366,2.192450952618945
3287,3287,rezo,rezo##s,plur,3,artificial,0.011660142801702,plural,plural,son,s,[MASK] rezo##s [MASK],"[CLS] , [MASK] , re , ##zo , ##s , [MASK] , [SEP]",non_morphemic,4.451578850990531,-1.5798916137772654,1.5798916137772763
3289,3289,alabanza,alabanza,sing,2,default,0.0022104550153017,plural,plural,son,s,[MASK] alabanza [MASK],"[CLS] , [MASK] , alab , ##anza , [MASK] , [SEP]",non_morphemic,6.114556895367975,2.2565913638424986,-2.2565913638424986
3291,3291,alabanza,alabanzas,plur,2,default,0.0171469170600175,plural,plural,son,s,[MASK] alabanzas [MASK],"[CLS] , [MASK] , alab , ##anzas , [MASK] , [SEP]",non_morphemic,4.065936884793821,-2.16318080566659,2.163180805666587
3293,3293,alabanza,alabanza##s,plur,3,artificial,0.0103477891534566,plural,plural,son,s,[MASK] alabanza##s [MASK],"[CLS] , [MASK] , alab , ##anza , ##s , [MASK] , [SEP]",non_morphemic,4.570982390449947,-1.4443521412469327,1.4443521412469493
3295,3295,divorciado,divorciado,sing,2,default,1.9342032828717493e-06,plural,plural,son,s,[MASK] divorciado [MASK],"[CLS] , [MASK] , divorci , ##ado , [MASK] , [SEP]",non_morphemic,13.155815056388724,3.220004178355669,-3.2200041783556714
3297,3297,divorciado,divorciados,plur,2,default,0.0007193997735157,plural,plural,son,s,[MASK] divorciados [MASK],"[CLS] , [MASK] , divorci , ##ados , [MASK] , [SEP]",non_morphemic,7.237093341526596,-2.6213632190202416,2.621363219020156
3299,3299,divorciado,divorciado##s,plur,3,artificial,0.0016308502526953,plural,plural,son,s,[MASK] divorciado##s [MASK],"[CLS] , [MASK] , divorci , ##ado , ##s , [MASK] , [SEP]",non_morphemic,6.418653772743277,-2.8420953431470144,2.8420953431469655
3301,3301,apunte,apunte,sing,2,default,0.0002937548852059,plural,plural,son,s,[MASK] apunte [MASK],"[CLS] , [MASK] , apun , ##te , [MASK] , [SEP]",non_morphemic,8.132764862155684,2.2500272219072874,-2.2500272219076027
3303,3303,apunte,apuntes,plur,2,default,0.0065116994082927,plural,plural,son,s,[MASK] apuntes [MASK],"[CLS] , [MASK] , apun , ##tes , [MASK] , [SEP]",non_morphemic,5.034154811007489,-1.5533018018802753,1.5533018018803268
3305,3305,apunte,apunte##s,plur,3,artificial,0.0044006216339766,plural,plural,son,s,[MASK] apunte##s [MASK],"[CLS] , [MASK] , apun , ##te , ##s , [MASK] , [SEP]",non_morphemic,5.426009467587815,-0.9675723140413837,0.9675723140414156
3307,3307,mensualidad,mensualidad,sing,2,default,2.4695604224689305e-05,plural,plural,son,es,[MASK] mensualidad [MASK],"[CLS] , [MASK] , mensual , ##idad , [MASK] , [SEP]",non_morphemic,10.608885296780048,3.080922670564103,-3.080922670563942
3309,3309,mensualidad,mensualidades,plur,2,default,0.0002919461403507,plural,plural,son,es,[MASK] mensualidades [MASK],"[CLS] , [MASK] , mensual , ##idades , [MASK] , [SEP]",non_morphemic,8.138941223562657,-0.3695277244844757,0.36952772448435783
3311,3311,mensualidad,mensualidad##es,plur,3,artificial,0.0004176264919806,plural,plural,son,es,[MASK] mensualidad##es [MASK],"[CLS] , [MASK] , mensual , ##idad , ##es , [MASK] , [SEP]",non_morphemic,7.780923084757064,-0.5439787182434133,0.5439787182433811
3313,3313,insumiso,insumiso,sing,2,default,0.0012526322389021,plural,plural,son,s,[MASK] insumiso [MASK],"[CLS] , [MASK] , insu , ##miso , [MASK] , [SEP]",non_morphemic,6.682508150616629,2.03990890340011,-2.0399089034001467
3315,3315,insumiso,insumisos,plur,2,default,0.0033231570851057,plural,plural,son,s,[MASK] insumisos [MASK],"[CLS] , [MASK] , insu , ##misos , [MASK] , [SEP]",non_morphemic,5.706840018651803,-1.9845071043604925,1.98450710436053
3317,3317,insumiso,insumiso##s,plur,3,artificial,0.0166532639414072,plural,plural,son,s,[MASK] insumiso##s [MASK],"[CLS] , [MASK] , insu , ##miso , ##s , [MASK] , [SEP]",non_morphemic,4.095149049250598,-3.3422264995754984,3.3422264995755895
3319,3319,objetor,objetor,sing,2,default,0.0002503021969459,plural,plural,son,es,[MASK] objetor [MASK],"[CLS] , [MASK] , objeto , ##r , [MASK] , [SEP]",non_morphemic,8.292841582313786,3.2298855528656265,-3.2298855528659973
3321,3321,objetor,objetores,plur,2,default,0.0025877910666167,plural,plural,son,es,[MASK] objetores [MASK],"[CLS] , [MASK] , objeto , ##res , [MASK] , [SEP]",non_morphemic,5.956950637203391,-1.7425965789227362,1.7425965789228155
3323,3323,objetor,objetor##es,plur,3,artificial,0.00273859500885,plural,plural,son,es,[MASK] objetor##es [MASK],"[CLS] , [MASK] , objeto , ##r , ##es , [MASK] , [SEP]",non_morphemic,5.900310260586571,-0.5255508589918492,0.5255508589918169
3325,3325,desertor,desertor,sing,2,default,0.0003660657675936,plural,plural,son,es,[MASK] desertor [MASK],"[CLS] , [MASK] , deser , ##tor , [MASK] , [SEP]",non_morphemic,7.912697547826827,2.8052978987270256,-2.805297898727249
3327,3327,desertor,desertores,plur,2,default,0.0107545498758554,plural,plural,son,es,[MASK] desertores [MASK],"[CLS] , [MASK] , deser , ##tores , [MASK] , [SEP]",non_morphemic,4.532426369685432,-2.679119656619295,2.6791196566193163
3329,3329,desertor,desertor##es,plur,3,artificial,0.011449771001935,plural,plural,son,es,[MASK] desertor##es [MASK],"[CLS] , [MASK] , deser , ##tor , ##es , [MASK] , [SEP]",non_morphemic,4.469785549012892,-1.1835732617609338,1.1835732617609374
3331,3331,artificiero,artificiero,sing,2,default,0.0001190644470625,plural,plural,son,s,[MASK] artificiero [MASK],"[CLS] , [MASK] , artifici , ##ero , [MASK] , [SEP]",non_morphemic,9.03584563949566,2.5573587320096847,-2.5573587320101505
3333,3333,artificiero,artificieros,plur,2,default,0.0039051531348377,plural,plural,son,s,[MASK] artificieros [MASK],"[CLS] , [MASK] , artifici , ##eros , [MASK] , [SEP]",non_morphemic,5.545458281392094,-1.7648695704756783,1.7648695704757453
3335,3335,artificiero,artificiero##s,plur,3,artificial,0.0026457230560481,plural,plural,son,s,[MASK] artificiero##s [MASK],"[CLS] , [MASK] , artifici , ##ero , ##s , [MASK] , [SEP]",non_morphemic,5.934810883903903,-1.3285499235867002,1.328549923586807
3337,3337,gag,gag,sing,2,default,0.0002486585290171,plural,plural,son,s,[MASK] gag [MASK],"[CLS] , [MASK] , ga , ##g , [MASK] , [SEP]",non_morphemic,8.299429972096325,2.7778397559503167,-2.777839755950398
3339,3339,gag,gags,plur,2,default,0.0115924580022692,plural,plural,son,s,[MASK] gags [MASK],"[CLS] , [MASK] , ga , ##gs , [MASK] , [SEP]",non_morphemic,4.457400564541601,-0.955441424300437,0.9554414243004488
3341,3341,gag,gag##s,plur,3,artificial,0.0057988287881016,plural,plural,son,s,[MASK] gag##s [MASK],"[CLS] , [MASK] , ga , ##g , ##s , [MASK] , [SEP]",non_morphemic,5.150099314906913,0.04202947311837679,-0.04202947311838674
3343,3343,vals,vals,sing,2,default,0.0041120662353932,plural,plural,son,es,[MASK] vals [MASK],"[CLS] , [MASK] , val , ##s , [MASK] , [SEP]",non_morphemic,5.493829643129896,1.557874271294899,-1.5578742712949163
3345,3345,vals,valses,plur,2,default,0.0311444029211998,plural,plural,son,es,[MASK] valses [MASK],"[CLS] , [MASK] , val , ##ses , [MASK] , [SEP]",non_morphemic,3.469120731395744,-3.559076792840372,3.559076792840384
3347,3347,vals,vals##es,plur,3,artificial,0.0257601421326398,plural,plural,son,es,[MASK] vals##es [MASK],"[CLS] , [MASK] , val , ##s , ##es , [MASK] , [SEP]",non_morphemic,3.6589268601897817,-1.5747151008815132,1.5747151008815128
3349,3349,separatista,separatista,sing,2,default,0.0004478246555663,plural,plural,son,s,[MASK] separatista [MASK],"[CLS] , [MASK] , separa , ##tista , [MASK] , [SEP]",non_morphemic,7.711108795988923,3.1318210903023784,-3.1318210903025174
3351,3351,separatista,separatistas,plur,2,default,0.0097907427698373,plural,plural,son,s,[MASK] separatistas [MASK],"[CLS] , [MASK] , separa , ##tistas , [MASK] , [SEP]",non_morphemic,4.62631795505854,-2.753101318066464,2.7531013180664714
3353,3353,separatista,separatista##s,plur,3,artificial,0.0114148706197738,plural,plural,son,s,[MASK] separatista##s [MASK],"[CLS] , [MASK] , separa , ##tista , ##s , [MASK] , [SEP]",non_morphemic,4.472838333293795,-1.2587041856504024,1.2587041856504135
3355,3355,kilogramo,kilogramo,sing,4,default,0.0005100643611513,plural,plural,son,s,[MASK] kilogramo [MASK],"[CLS] , [MASK] , k , ##ilo , ##gram , ##o , [MASK] , [SEP]",non_morphemic,7.580973641872345,3.086896346365675,-3.0868963463656875
3357,3357,kilogramo,kilogramos,plur,2,default,0.000138003801112,plural,plural,son,s,[MASK] kilogramos [MASK],"[CLS] , [MASK] , k , ##ilogramos , [MASK] , [SEP]",non_morphemic,8.888229328896093,2.994786336374908,-2.994786336375354
3359,3359,kilogramo,kilogramo##s,plur,5,artificial,0.0077265603467822,plural,plural,son,s,[MASK] kilogramo##s [MASK],"[CLS] , [MASK] , k , ##ilo , ##gram , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.863091489956409,-0.21745772273570907,0.21745772273571037
3361,3361,lenteja,lenteja,sing,2,default,0.0007045916863717,plural,plural,son,s,[MASK] lenteja [MASK],"[CLS] , [MASK] , lente , ##ja , [MASK] , [SEP]",non_morphemic,7.257892091201805,2.079323812786539,-2.079323812786541
3363,3363,lenteja,lentejas,plur,2,default,0.0150021351873874,plural,plural,son,s,[MASK] lentejas [MASK],"[CLS] , [MASK] , lente , ##jas , [MASK] , [SEP]",non_morphemic,4.199562742184302,-2.9618954753077142,2.961895475307739
3365,3365,lenteja,lenteja##s,plur,3,artificial,0.0176429022103548,plural,plural,son,s,[MASK] lenteja##s [MASK],"[CLS] , [MASK] , lente , ##ja , ##s , [MASK] , [SEP]",non_morphemic,4.037421717539615,-3.03768633847014,3.0376863384702566
