,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
2608,llanura,llanura##s,plur,2,artificial,0.0002940726699307561,singular,es,s,La llanura##s [MASK],"[CLS] , La , llanura , ##s , [MASK] , [SEP]",morphemic,8.13168364453348
2609,llanura,llanura##s,plur,2,artificial,0.006613434292376041,plural,son,s,La llanura##s [MASK],"[CLS] , La , llanura , ##s , [MASK] , [SEP]",morphemic,5.018652199925763
2610,lamento,lamento,sing,1,default,0.03517699986696243,singular,es,s,El lamento [MASK],"[CLS] , El , lamento , [MASK] , [SEP]",morphemic,3.3473628228156973
2611,lamento,lamento,sing,1,default,0.0011016997741535306,plural,son,s,El lamento [MASK],"[CLS] , El , lamento , [MASK] , [SEP]",morphemic,6.8109010426164325
2612,lamento,lpmentos,plur,3,default,0.0010423818603157997,singular,es,s,Los lpmentos [MASK],"[CLS] , Los , l , ##p , ##mentos , [MASK] , [SEP]",morphemic,6.866246934150985
2613,lamento,lpmentos,plur,3,default,0.04827584698796272,plural,son,s,Los lpmentos [MASK],"[CLS] , Los , l , ##p , ##mentos , [MASK] , [SEP]",morphemic,3.0308239057575106
2614,lamento,lamento##s,plur,2,artificial,0.00800277665257454,singular,es,s,El lamento##s [MASK],"[CLS] , El , lamento , ##s , [MASK] , [SEP]",morphemic,4.827966715949359
2615,lamento,lamento##s,plur,2,artificial,0.022615035995841026,plural,son,s,El lamento##s [MASK],"[CLS] , El , lamento , ##s , [MASK] , [SEP]",morphemic,3.789140284373693
2616,consorcio,consorcio,sing,1,default,0.11583961546421051,singular,es,s,El consorcio [MASK],"[CLS] , El , consorcio , [MASK] , [SEP]",morphemic,2.1555486698926223
2617,consorcio,consorcio,sing,1,default,0.008235142566263676,plural,son,s,El consorcio [MASK],"[CLS] , El , consorcio , [MASK] , [SEP]",morphemic,4.799344603266362
2618,consorcio,consorcioz,plur,2,default,0.0008470563916489482,singular,es,s,Los consorcioz [MASK],"[CLS] , Los , consorcio , ##z , [MASK] , [SEP]",morphemic,7.073743287430511
2619,consorcio,consorcioz,plur,2,default,0.17702271044254303,plural,son,s,Los consorcioz [MASK],"[CLS] , Los , consorcio , ##z , [MASK] , [SEP]",morphemic,1.7314772470540332
2620,consorcio,consorcio##s,plur,2,artificial,0.0024167047813534737,singular,es,s,El consorcio##s [MASK],"[CLS] , El , consorcio , ##s , [MASK] , [SEP]",morphemic,6.025350327313493
2621,consorcio,consorcio##s,plur,2,artificial,0.0916857123374939,plural,son,s,El consorcio##s [MASK],"[CLS] , El , consorcio , ##s , [MASK] , [SEP]",morphemic,2.389388720610592
2622,humanidade,humanidade,sing,2,default,0.023772673681378365,singular,es,s,La humanidade [MASK],"[CLS] , La , humanidad , ##e , [MASK] , [SEP]",morphemic,3.739218522598675
2623,humanidade,humanidade,sing,2,default,0.00022674397041555494,plural,son,s,La humanidade [MASK],"[CLS] , La , humanidad , ##e , [MASK] , [SEP]",morphemic,8.391689060654205
2624,humanidade,humanidadis,plur,2,default,0.0011509923497214913,singular,es,s,Las humanidadis [MASK],"[CLS] , Las , humanidad , ##is , [MASK] , [SEP]",morphemic,6.767130795900891
2625,humanidade,humanidadis,plur,2,default,0.03674444928765297,plural,son,s,Las humanidadis [MASK],"[CLS] , Las , humanidad , ##is , [MASK] , [SEP]",morphemic,3.3037681045227054
2626,humanidade,humanidade##s,plur,3,artificial,0.04159493371844292,singular,es,s,La humanidade##s [MASK],"[CLS] , La , humanidad , ##e , ##s , [MASK] , [SEP]",morphemic,3.1797769047457427
2627,humanidade,humanidade##s,plur,3,artificial,0.006949411239475012,plural,son,s,La humanidade##s [MASK],"[CLS] , La , humanidad , ##e , ##s , [MASK] , [SEP]",morphemic,4.969098336738451
2628,cura,cura,sing,1,default,0.014877085573971272,singular,es,s,El cura [MASK],"[CLS] , El , cura , [MASK] , [SEP]",morphemic,4.207933130724947
2629,cura,cura,sing,1,default,0.00027431955095380545,plural,son,s,El cura [MASK],"[CLS] , El , cura , [MASK] , [SEP]",morphemic,8.201216886753915
2630,cura,zuras,plur,2,default,0.00035005740937776864,singular,es,s,Los zuras [MASK],"[CLS] , Los , zur , ##as , [MASK] , [SEP]",morphemic,7.957413390138114
2631,cura,zuras,plur,2,default,0.07196415215730667,plural,son,s,Los zuras [MASK],"[CLS] , Los , zur , ##as , [MASK] , [SEP]",morphemic,2.6315871706568967
2632,cura,cura##s,plur,2,artificial,0.011571376584470272,singular,es,s,El cura##s [MASK],"[CLS] , El , cura , ##s , [MASK] , [SEP]",morphemic,4.4592207660752035
2633,cura,cura##s,plur,2,artificial,0.0014011177700012922,plural,son,s,El cura##s [MASK],"[CLS] , El , cura , ##s , [MASK] , [SEP]",morphemic,6.57048495377458
2634,apertura,apertura,sing,1,default,0.022004688158631325,singular,es,s,La apertura [MASK],"[CLS] , La , apertura , [MASK] , [SEP]",morphemic,3.8164997502063946
2635,apertura,apertura,sing,1,default,0.00020106183364987373,plural,son,s,La apertura [MASK],"[CLS] , La , apertura , [MASK] , [SEP]",morphemic,8.51189806711476
2636,apertura,apenturas,plur,3,default,0.00021130665845703334,singular,es,s,Las apenturas [MASK],"[CLS] , Las , ape , ##n , ##turas , [MASK] , [SEP]",morphemic,8.462200121973947
2637,apertura,apenturas,plur,3,default,0.054247114807367325,plural,son,s,Las apenturas [MASK],"[CLS] , Las , ape , ##n , ##turas , [MASK] , [SEP]",morphemic,2.9142054712501837
2638,apertura,apertura##s,plur,2,artificial,0.0018984908238053322,singular,es,s,La apertura##s [MASK],"[CLS] , La , apertura , ##s , [MASK] , [SEP]",morphemic,6.266696011696075
2639,apertura,apertura##s,plur,2,artificial,0.018771907314658165,plural,son,s,La apertura##s [MASK],"[CLS] , La , apertura , ##s , [MASK] , [SEP]",morphemic,3.9753938184871407
2640,decreto,decreto,sing,1,default,0.006982035003602505,singular,es,s,El decreto [MASK],"[CLS] , El , decreto , [MASK] , [SEP]",morphemic,4.9644148569056
2641,decreto,decreto,sing,1,default,0.00014575642126146704,plural,son,s,El decreto [MASK],"[CLS] , El , decreto , [MASK] , [SEP]",morphemic,8.83357367702169
2642,decreto,decrezos,plur,2,default,0.0004744062607642263,singular,es,s,Los decrezos [MASK],"[CLS] , Los , decre , ##zos , [MASK] , [SEP]",morphemic,7.653446513141394
2643,decreto,decrezos,plur,2,default,0.04799490049481392,plural,son,s,Los decrezos [MASK],"[CLS] , Los , decre , ##zos , [MASK] , [SEP]",morphemic,3.0366605134094584
2644,decreto,decreto##s,plur,2,artificial,0.0007184745627455413,singular,es,s,El decreto##s [MASK],"[CLS] , El , decreto , ##s , [MASK] , [SEP]",morphemic,7.2383802563488135
2645,decreto,decreto##s,plur,2,artificial,0.016293732449412346,plural,son,s,El decreto##s [MASK],"[CLS] , El , decreto , ##s , [MASK] , [SEP]",morphemic,4.116974757419223
2646,aula,aula,sing,1,default,0.024185780435800552,singular,es,s,El aula [MASK],"[CLS] , El , aula , [MASK] , [SEP]",morphemic,3.7219904038128875
2647,aula,aula,sing,1,default,0.0002864481066353619,plural,son,s,El aula [MASK],"[CLS] , El , aula , [MASK] , [SEP]",morphemic,8.157953166887642
2648,aula,aulls,plur,3,default,0.003320134710520506,singular,es,s,Los aulls [MASK],"[CLS] , Los , au , ##ll , ##s , [MASK] , [SEP]",morphemic,5.707749921418918
2649,aula,aulls,plur,3,default,0.014626235701143742,plural,son,s,Los aulls [MASK],"[CLS] , Los , au , ##ll , ##s , [MASK] , [SEP]",morphemic,4.224938397047601
2650,aula,aula##s,plur,2,artificial,0.00420525623485446,singular,es,s,El aula##s [MASK],"[CLS] , El , aula , ##s , [MASK] , [SEP]",morphemic,5.47142005165762
2651,aula,aula##s,plur,2,artificial,0.025068871676921844,plural,son,s,El aula##s [MASK],"[CLS] , El , aula , ##s , [MASK] , [SEP]",morphemic,3.686128374728572
2652,ambulancia,ambulancia,sing,1,default,0.006058516912162304,singular,es,s,La ambulancia [MASK],"[CLS] , La , ambulancia , [MASK] , [SEP]",morphemic,5.1062902428197745
2653,ambulancia,ambulancia,sing,1,default,0.00012196372699690983,plural,son,s,La ambulancia [MASK],"[CLS] , La , ambulancia , [MASK] , [SEP]",morphemic,9.011786877136743
2654,ambulancia,avbulancias,plur,4,default,0.0003619085473474115,singular,es,s,Las avbulancias [MASK],"[CLS] , Las , av , ##bula , ##n , ##cias , [MASK] , [SEP]",morphemic,7.924119009692236
2655,ambulancia,avbulancias,plur,4,default,0.028115037828683853,plural,son,s,Las avbulancias [MASK],"[CLS] , Las , av , ##bula , ##n , ##cias , [MASK] , [SEP]",morphemic,3.5714506917406075
2656,ambulancia,ambulancia##s,plur,2,artificial,0.003945888485759497,singular,es,s,La ambulancia##s [MASK],"[CLS] , La , ambulancia , ##s , [MASK] , [SEP]",morphemic,5.535081131852122
2657,ambulancia,ambulancia##s,plur,2,artificial,0.026151716709136963,plural,son,s,La ambulancia##s [MASK],"[CLS] , La , ambulancia , ##s , [MASK] , [SEP]",morphemic,3.6438404420930137
2658,pertenencia,pertenencia,sing,1,default,0.04008377715945244,singular,es,s,La pertenencia [MASK],"[CLS] , La , pertenencia , [MASK] , [SEP]",morphemic,3.216783586140585
2659,pertenencia,pertenencia,sing,1,default,0.001979088643565774,plural,son,s,La pertenencia [MASK],"[CLS] , La , pertenencia , [MASK] , [SEP]",morphemic,6.225118821264908
2660,pertenencia,pertenencras,plur,4,default,0.00023931612668093294,singular,es,s,Las pertenencras [MASK],"[CLS] , Las , perten , ##en , ##cra , ##s , [MASK] , [SEP]",morphemic,8.337725174259473
2661,pertenencia,pertenencras,plur,4,default,0.03663718327879906,plural,son,s,Las pertenencras [MASK],"[CLS] , Las , perten , ##en , ##cra , ##s , [MASK] , [SEP]",morphemic,3.3066916177099146
2662,pertenencia,pertenencia##s,plur,2,artificial,0.001704373979009688,singular,es,s,La pertenencia##s [MASK],"[CLS] , La , pertenencia , ##s , [MASK] , [SEP]",morphemic,6.374557403405488
2663,pertenencia,pertenencia##s,plur,2,artificial,0.03721541538834572,plural,son,s,La pertenencia##s [MASK],"[CLS] , La , pertenencia , ##s , [MASK] , [SEP]",morphemic,3.2910322113799237
2664,ascensore,ascensore,sing,2,default,0.007813163101673126,singular,es,s,El ascensore [MASK],"[CLS] , El , ascensor , ##e , [MASK] , [SEP]",morphemic,4.851945390507307
2665,ascensore,ascensore,sing,2,default,0.0005079585826024413,plural,son,s,El ascensore [MASK],"[CLS] , El , ascensor , ##e , [MASK] , [SEP]",morphemic,7.585110644019723
2666,ascensore,aslensores,plur,4,default,0.00026247798814438283,singular,es,s,Los aslensores [MASK],"[CLS] , Los , as , ##len , ##sor , ##es , [MASK] , [SEP]",morphemic,8.245343334136662
2667,ascensore,aslensores,plur,4,default,0.03867673873901367,plural,son,s,Los aslensores [MASK],"[CLS] , Los , as , ##len , ##sor , ##es , [MASK] , [SEP]",morphemic,3.252516925834449
2668,ascensore,ascensore##s,plur,3,artificial,0.007651562802493572,singular,es,s,El ascensore##s [MASK],"[CLS] , El , ascensor , ##e , ##s , [MASK] , [SEP]",morphemic,4.87284536409997
2669,ascensore,ascensore##s,plur,3,artificial,0.00398760661482811,plural,son,s,El ascensore##s [MASK],"[CLS] , El , ascensor , ##e , ##s , [MASK] , [SEP]",morphemic,5.524564073967641
2670,vestíbulo,vestíbulo,sing,1,default,0.03693060949444771,singular,es,s,El vestíbulo [MASK],"[CLS] , El , vestíbulo , [MASK] , [SEP]",morphemic,3.2987145462070724
2671,vestíbulo,vestíbulo,sing,1,default,0.00047275208635255694,plural,son,s,El vestíbulo [MASK],"[CLS] , El , vestíbulo , [MASK] , [SEP]",morphemic,7.656939437209519
2672,vestíbulo,vesyíbulos,plur,4,default,7.559852383565158e-05,singular,es,s,Los vesyíbulos [MASK],"[CLS] , Los , ves , ##y , ##í , ##bulos , [MASK] , [SEP]",morphemic,9.490073800952866
2673,vestíbulo,vesyíbulos,plur,4,default,0.03372601047158241,plural,son,s,Los vesyíbulos [MASK],"[CLS] , Los , ves , ##y , ##í , ##bulos , [MASK] , [SEP]",morphemic,3.389485915244291
2674,vestíbulo,vestíbulo##s,plur,2,artificial,0.0002997083938680589,singular,es,s,El vestíbulo##s [MASK],"[CLS] , El , vestíbulo , ##s , [MASK] , [SEP]",morphemic,8.112700576466096
2675,vestíbulo,vestíbulo##s,plur,2,artificial,0.013358557596802711,plural,son,s,El vestíbulo##s [MASK],"[CLS] , El , vestíbulo , ##s , [MASK] , [SEP]",morphemic,4.315598081013378
2676,póliza,póliza,sing,1,default,0.036762163043022156,singular,es,s,La póliza [MASK],"[CLS] , La , póliza , [MASK] , [SEP]",morphemic,3.303286140923774
2677,póliza,póliza,sing,1,default,0.00022061313211452216,plural,son,s,La póliza [MASK],"[CLS] , La , póliza , [MASK] , [SEP]",morphemic,8.41909992383904
2678,póliza,sólizas,plur,3,default,0.00013440947805065662,singular,es,s,Las sólizas [MASK],"[CLS] , Las , só , ##liza , ##s , [MASK] , [SEP]",morphemic,8.914619611151485
2679,póliza,sólizas,plur,3,default,0.01376135740429163,plural,son,s,Las sólizas [MASK],"[CLS] , Las , só , ##liza , ##s , [MASK] , [SEP]",morphemic,4.285890802774683
2680,póliza,póliza##s,plur,2,artificial,0.0015283566899597645,singular,es,s,La póliza##s [MASK],"[CLS] , La , póliza , ##s , [MASK] , [SEP]",morphemic,6.483562179642171
2681,póliza,póliza##s,plur,2,artificial,0.09826788306236267,plural,son,s,La póliza##s [MASK],"[CLS] , La , póliza , ##s , [MASK] , [SEP]",morphemic,2.3200580288937407
2682,piscina,piscina,sing,1,default,0.003738021245226264,singular,es,s,La piscina [MASK],"[CLS] , La , piscina , [MASK] , [SEP]",morphemic,5.589198886383787
2683,piscina,piscina,sing,1,default,0.00013168854638934135,plural,son,s,La piscina [MASK],"[CLS] , La , piscina , [MASK] , [SEP]",morphemic,8.935070920427894
2684,piscina,pikcinas,plur,3,default,0.002318967366591096,singular,es,s,Las pikcinas [MASK],"[CLS] , Las , pi , ##k , ##cinas , [MASK] , [SEP]",morphemic,6.066633292997883
2685,piscina,pikcinas,plur,3,default,0.19010481238365173,plural,son,s,Las pikcinas [MASK],"[CLS] , Las , pi , ##k , ##cinas , [MASK] , [SEP]",morphemic,1.660179714796854
2686,piscina,piscina##s,plur,2,artificial,0.0003123762144241482,singular,es,s,La piscina##s [MASK],"[CLS] , La , piscina , ##s , [MASK] , [SEP]",morphemic,8.071302281104355
2687,piscina,piscina##s,plur,2,artificial,0.012081224471330643,plural,son,s,La piscina##s [MASK],"[CLS] , La , piscina , ##s , [MASK] , [SEP]",morphemic,4.416102728091654
2688,narco,narco,sing,1,default,0.03265172615647316,singular,es,s,El narco [MASK],"[CLS] , El , narco , [MASK] , [SEP]",morphemic,3.4218575561587747
2689,narco,narco,sing,1,default,0.0010088481940329075,plural,son,s,El narco [MASK],"[CLS] , El , narco , [MASK] , [SEP]",morphemic,6.89894600082968
2690,narco,darcos,plur,2,default,0.00027109007351100445,singular,es,s,Los darcos [MASK],"[CLS] , Los , dar , ##cos , [MASK] , [SEP]",morphemic,8.213059417729415
2691,narco,darcos,plur,2,default,0.06399840861558914,plural,son,s,Los darcos [MASK],"[CLS] , Los , dar , ##cos , [MASK] , [SEP]",morphemic,2.7488970613130337
2692,narco,narco##s,plur,2,artificial,0.005040339194238186,singular,es,s,El narco##s [MASK],"[CLS] , El , narco , ##s , [MASK] , [SEP]",morphemic,5.290281898719349
2693,narco,narco##s,plur,2,artificial,0.009080787189304829,plural,son,s,El narco##s [MASK],"[CLS] , El , narco , ##s , [MASK] , [SEP]",morphemic,4.701594395269357
2694,cargamento,cargamento,sing,1,default,0.03905433788895607,singular,es,s,El cargamento [MASK],"[CLS] , El , cargamento , [MASK] , [SEP]",morphemic,3.242801323361343
2695,cargamento,cargamento,sing,1,default,0.0012045023031532764,plural,son,s,El cargamento [MASK],"[CLS] , El , cargamento , [MASK] , [SEP]",morphemic,6.721688823787244
2696,cargamento,cargfmentos,plur,4,default,0.00034602536470629275,singular,es,s,Los cargfmentos [MASK],"[CLS] , Los , car , ##g , ##f , ##mentos , [MASK] , [SEP]",morphemic,7.968998477193789
2697,cargamento,cargfmentos,plur,4,default,0.12332415580749512,plural,son,s,Los cargfmentos [MASK],"[CLS] , Los , car , ##g , ##f , ##mentos , [MASK] , [SEP]",morphemic,2.0929389771523756
2698,cargamento,cargamento##s,plur,2,artificial,0.002713075140491128,singular,es,s,El cargamento##s [MASK],"[CLS] , El , cargamento , ##s , [MASK] , [SEP]",morphemic,5.90967254923067
2699,cargamento,cargamento##s,plur,2,artificial,0.04111262783408165,plural,son,s,El cargamento##s [MASK],"[CLS] , El , cargamento , ##s , [MASK] , [SEP]",morphemic,3.1914399580991804
2700,antena,antena,sing,1,default,0.07169622927904129,singular,es,s,La antena [MASK],"[CLS] , La , antena , [MASK] , [SEP]",morphemic,2.635317123009948
2701,antena,antena,sing,1,default,0.0012379911495372653,plural,son,s,La antena [MASK],"[CLS] , La , antena , [MASK] , [SEP]",morphemic,6.69426525374588
2702,antena,antenan,plur,2,default,0.0012411896605044603,singular,es,s,Las antenan [MASK],"[CLS] , Las , antena , ##n , [MASK] , [SEP]",morphemic,6.6916849556660765
2703,antena,antenan,plur,2,default,0.07189592719078064,plural,son,s,Las antenan [MASK],"[CLS] , Las , antena , ##n , [MASK] , [SEP]",morphemic,2.632535661328527
2704,antena,antena##s,plur,2,artificial,0.013420335948467255,singular,es,s,La antena##s [MASK],"[CLS] , La , antena , ##s , [MASK] , [SEP]",morphemic,4.3109841143341034
2705,antena,antena##s,plur,2,artificial,0.03179195523262024,plural,son,s,La antena##s [MASK],"[CLS] , La , antena , ##s , [MASK] , [SEP]",morphemic,3.448542001307153
2706,foco,foco,sing,1,default,0.030186010524630547,singular,es,s,El foco [MASK],"[CLS] , El , foco , [MASK] , [SEP]",morphemic,3.500376689585631
2707,foco,foco,sing,1,default,0.0008949139155447483,plural,son,s,El foco [MASK],"[CLS] , El , foco , [MASK] , [SEP]",morphemic,7.018783028064257
2708,foco,fwcos,plur,3,default,0.0061179096810519695,singular,es,s,Los fwcos [MASK],"[CLS] , Los , f , ##w , ##cos , [MASK] , [SEP]",morphemic,5.096534796184893
2709,foco,fwcos,plur,3,default,0.0692184790968895,plural,son,s,Los fwcos [MASK],"[CLS] , Los , f , ##w , ##cos , [MASK] , [SEP]",morphemic,2.6704874130346816
2710,foco,foco##s,plur,2,artificial,0.011507829651236534,singular,es,s,El foco##s [MASK],"[CLS] , El , foco , ##s , [MASK] , [SEP]",morphemic,4.464727636040862
2711,foco,foco##s,plur,2,artificial,0.010727623477578163,plural,son,s,El foco##s [MASK],"[CLS] , El , foco , ##s , [MASK] , [SEP]",morphemic,4.534933230787009
2712,ruptura,ruptura,sing,1,default,0.01283075101673603,singular,es,s,La ruptura [MASK],"[CLS] , La , ruptura , [MASK] , [SEP]",morphemic,4.355910566078977
2713,ruptura,ruptura,sing,1,default,0.00047835061559453607,plural,son,s,La ruptura [MASK],"[CLS] , La , ruptura , [MASK] , [SEP]",morphemic,7.645166588928547
2714,ruptura,ruptuqas,plur,4,default,7.65531076467596e-05,singular,es,s,Las ruptuqas [MASK],"[CLS] , Las , rup , ##tu , ##q , ##as , [MASK] , [SEP]",morphemic,9.47752584038466
2715,ruptura,ruptuqas,plur,4,default,0.019733434543013573,plural,son,s,Las ruptuqas [MASK],"[CLS] , Las , rup , ##tu , ##q , ##as , [MASK] , [SEP]",morphemic,3.9254408969045085
2716,ruptura,ruptura##s,plur,2,artificial,0.002566438866779208,singular,es,s,La ruptura##s [MASK],"[CLS] , La , ruptura , ##s , [MASK] , [SEP]",morphemic,5.965235995932313
2717,ruptura,ruptura##s,plur,2,artificial,0.0086302375420928,plural,son,s,La ruptura##s [MASK],"[CLS] , La , ruptura , ##s , [MASK] , [SEP]",morphemic,4.752483249110014
2718,aviso,aviso,sing,1,default,0.04641110450029373,singular,es,s,El aviso [MASK],"[CLS] , El , aviso , [MASK] , [SEP]",morphemic,3.0702165272556403
2719,aviso,aviso,sing,1,default,0.00020946472068317235,plural,son,s,El aviso [MASK],"[CLS] , El , aviso , [MASK] , [SEP]",morphemic,8.470955230476253
2720,aviso,añisos,plur,3,default,0.0006619159248657525,singular,es,s,Los añisos [MASK],"[CLS] , Los , añ , ##iso , ##s , [MASK] , [SEP]",morphemic,7.320372011806032
2721,aviso,añisos,plur,3,default,0.12851539254188538,plural,son,s,Los añisos [MASK],"[CLS] , Los , añ , ##iso , ##s , [MASK] , [SEP]",morphemic,2.0517065955024965
2722,aviso,aviso##s,plur,2,artificial,0.006347066722810268,singular,es,s,El aviso##s [MASK],"[CLS] , El , aviso , ##s , [MASK] , [SEP]",morphemic,5.059762506217351
2723,aviso,aviso##s,plur,2,artificial,0.018589090555906296,plural,son,s,El aviso##s [MASK],"[CLS] , El , aviso , ##s , [MASK] , [SEP]",morphemic,3.9851803995909014
2724,injusticia,injusticia,sing,1,default,0.03913828730583191,singular,es,s,La injusticia [MASK],"[CLS] , La , injusticia , [MASK] , [SEP]",morphemic,3.2406540761261473
2725,injusticia,injusticia,sing,1,default,0.0009322285186499357,plural,son,s,La injusticia [MASK],"[CLS] , La , injusticia , [MASK] , [SEP]",morphemic,6.977932581648771
2726,injusticia,injrsticias,plur,5,default,0.0015577352605760098,singular,es,s,Las injrsticias [MASK],"[CLS] , Las , in , ##j , ##rs , ##ticia , ##s , [MASK] , [SEP]",morphemic,6.464522268580529
2727,injusticia,injrsticias,plur,5,default,0.03125636652112007,plural,son,s,Las injrsticias [MASK],"[CLS] , Las , in , ##j , ##rs , ##ticia , ##s , [MASK] , [SEP]",morphemic,3.4655321948737527
2728,injusticia,injusticia##s,plur,2,artificial,0.0029084610287100077,singular,es,s,La injusticia##s [MASK],"[CLS] , La , injusticia , ##s , [MASK] , [SEP]",morphemic,5.840131193805854
2729,injusticia,injusticia##s,plur,2,artificial,0.00629872502759099,plural,son,s,La injusticia##s [MASK],"[CLS] , La , injusticia , ##s , [MASK] , [SEP]",morphemic,5.0674080426384105
2730,fortuna,fortuna,sing,1,default,0.02771863527595997,singular,es,s,La fortuna [MASK],"[CLS] , La , fortuna , [MASK] , [SEP]",morphemic,3.585650338341369
2731,fortuna,fortuna,sing,1,default,0.0005212699179537594,plural,son,s,La fortuna [MASK],"[CLS] , La , fortuna , [MASK] , [SEP]",morphemic,7.559242573679622
2732,fortuna,eortunas,plur,3,default,0.0008794255554676056,singular,es,s,Las eortunas [MASK],"[CLS] , Las , e , ##ortun , ##as , [MASK] , [SEP]",morphemic,7.036241641521987
2733,fortuna,eortunas,plur,3,default,0.0335349403321743,plural,son,s,Las eortunas [MASK],"[CLS] , Las , e , ##ortun , ##as , [MASK] , [SEP]",morphemic,3.395167388702206
2734,fortuna,fortuna##s,plur,2,artificial,0.001126050134189427,singular,es,s,La fortuna##s [MASK],"[CLS] , La , fortuna , ##s , [MASK] , [SEP]",morphemic,6.789039226108893
2735,fortuna,fortuna##s,plur,2,artificial,0.011189638637006283,plural,son,s,La fortuna##s [MASK],"[CLS] , La , fortuna , ##s , [MASK] , [SEP]",morphemic,4.492767050566137
2736,discográfica,discográfica,sing,1,default,0.03417712450027466,singular,es,s,La discográfica [MASK],"[CLS] , La , discográfica , [MASK] , [SEP]",morphemic,3.376198732970741
2737,discográfica,discográfica,sing,1,default,0.0010477214818820357,plural,son,s,La discográfica [MASK],"[CLS] , La , discográfica , [MASK] , [SEP]",morphemic,6.861137489967092
2738,discográfica,dzscográficas,plur,5,default,0.00029899567016400397,singular,es,s,Las dzscográficas [MASK],"[CLS] , Las , d , ##z , ##s , ##co , ##gráficas , [MASK] , [SEP]",morphemic,8.115081465735281
2739,discográfica,dzscográficas,plur,5,default,0.01845482550561428,plural,son,s,Las dzscográficas [MASK],"[CLS] , Las , d , ##z , ##s , ##co , ##gráficas , [MASK] , [SEP]",morphemic,3.992429397672793
2740,discográfica,discográfica##s,plur,2,artificial,0.0010173694463446736,singular,es,s,La discográfica##s [MASK],"[CLS] , La , discográfica , ##s , [MASK] , [SEP]",morphemic,6.890534957140496
2741,discográfica,discográfica##s,plur,2,artificial,0.030273880809545517,plural,son,s,La discográfica##s [MASK],"[CLS] , La , discográfica , ##s , [MASK] , [SEP]",morphemic,3.4974699577062123
2742,tango,tango,sing,1,default,0.054672714322805405,singular,es,s,El tango [MASK],"[CLS] , El , tango , [MASK] , [SEP]",morphemic,2.906390518088662
2743,tango,tango,sing,1,default,0.0015490635996684432,plural,son,s,El tango [MASK],"[CLS] , El , tango , [MASK] , [SEP]",morphemic,6.470104659856751
2744,tango,tangot,plur,2,default,0.002634787932038307,singular,es,s,Los tangot [MASK],"[CLS] , Los , tango , ##t , [MASK] , [SEP]",morphemic,5.93895258142748
2745,tango,tangot,plur,2,default,0.10375767201185226,plural,son,s,Los tangot [MASK],"[CLS] , Los , tango , ##t , [MASK] , [SEP]",morphemic,2.265697175503091
2746,tango,tango##s,plur,2,artificial,0.0033281210344284773,singular,es,s,El tango##s [MASK],"[CLS] , El , tango , ##s , [MASK] , [SEP]",morphemic,5.705347388166321
2747,tango,tango##s,plur,2,artificial,0.06304263323545456,plural,son,s,El tango##s [MASK],"[CLS] , El , tango , ##s , [MASK] , [SEP]",morphemic,2.7639440634379095
2748,ramo,ramo,sing,1,default,0.05680900439620018,singular,es,s,El ramo [MASK],"[CLS] , El , ramo , [MASK] , [SEP]",morphemic,2.8680604377171672
2749,ramo,ramo,sing,1,default,0.0012832842767238617,plural,son,s,El ramo [MASK],"[CLS] , El , ramo , [MASK] , [SEP]",morphemic,6.658332646010642
2750,ramo,ramys,plur,3,default,0.0008202436729334295,singular,es,s,Los ramys [MASK],"[CLS] , Los , ra , ##my , ##s , [MASK] , [SEP]",morphemic,7.105909099735952
2751,ramo,ramys,plur,3,default,0.1398332118988037,plural,son,s,Los ramys [MASK],"[CLS] , Los , ra , ##my , ##s , [MASK] , [SEP]",morphemic,1.9673049101666975
2752,ramo,ramo##s,plur,2,artificial,0.010862872935831547,singular,es,s,El ramo##s [MASK],"[CLS] , El , ramo , ##s , [MASK] , [SEP]",morphemic,4.5224044565674
2753,ramo,ramo##s,plur,2,artificial,0.04099548980593681,plural,son,s,El ramo##s [MASK],"[CLS] , El , ramo , ##s , [MASK] , [SEP]",morphemic,3.194293223062042
2754,mezquita,mezquita,sing,1,default,0.06266742199659348,singular,es,s,La mezquita [MASK],"[CLS] , La , mezquita , [MASK] , [SEP]",morphemic,2.7699135517558062
2755,mezquita,mezquita,sing,1,default,0.0010274745291098952,plural,son,s,La mezquita [MASK],"[CLS] , La , mezquita , [MASK] , [SEP]",morphemic,6.880651401088591
2756,mezquita,meaquitas,plur,4,default,0.00018075246771331877,singular,es,s,Las meaquitas [MASK],"[CLS] , Las , me , ##a , ##quita , ##s , [MASK] , [SEP]",morphemic,8.618382044386127
2757,mezquita,meaquitas,plur,4,default,0.008443217724561691,plural,son,s,Las meaquitas [MASK],"[CLS] , Las , me , ##a , ##quita , ##s , [MASK] , [SEP]",morphemic,4.774391796044455
2758,mezquita,mezquita##s,plur,2,artificial,0.000727207341697067,singular,es,s,La mezquita##s [MASK],"[CLS] , La , mezquita , ##s , [MASK] , [SEP]",morphemic,7.226298919308916
2759,mezquita,mezquita##s,plur,2,artificial,0.02781761810183525,plural,son,s,La mezquita##s [MASK],"[CLS] , La , mezquita , ##s , [MASK] , [SEP]",morphemic,3.5820857143465625
2760,ratio,ratio,sing,1,default,0.048356205224990845,singular,es,s,El ratio [MASK],"[CLS] , El , ratio , [MASK] , [SEP]",morphemic,3.0291607256074142
